,name,geometry,boundary
46,Sector 21,"POLYGON ((77.06641 28.5114759, 77.0671624 28.5119289, 77.067616 28.5129745, 77.0688651 28.5145822, 77.0709886 28.5170499, 77.0713662 28.5175938, 77.0720942 28.5193619, 77.0722213 28.5201457, 77.0723002 28.5202589, 77.073365 28.5195071, 77.0744668 28.5189307, 77.0747744 28.5188088, 77.075014 28.5187138, 77.0774387 28.5184405, 77.0791964 28.5181891, 77.079283 28.5181781, 77.0804111 28.5180224, 77.0800435 28.5175646, 77.0795515 28.5169518, 77.0787666 28.5162284, 77.0781524 28.5157087, 77.0769495 28.5145122, 77.0749677 28.5125409, 77.0746225 28.5119073, 77.074278 28.5111214, 77.0740678 28.5104203, 77.0714703 28.5067703, 77.0691332 28.5086919, 77.06641 28.5114759))",administrative
47,Sector 10,"POLYGON ((76.9972285 28.4483074, 76.9991994 28.4491782, 77.0027691 28.4509323, 77.0028088 28.4509119, 77.0047874 28.4498314, 77.0051289 28.4496326, 77.007101 28.4485452, 77.0077643 28.4482209, 77.0084704 28.4478754, 77.0129637 28.4456778, 77.0140637 28.4451108, 77.0175083 28.4439405, 77.0144701 28.4410997, 77.0101187 28.4358808, 77.009322 28.436365, 77.0074539 28.4375406, 77.0060488 28.4383915, 77.0022039 28.4411764, 77.0009331 28.4425741, 77.0001506 28.4434109, 76.9995911 28.4440701, 76.9982421 28.4464881, 76.9972285 28.4483074))",administrative
48,Sector 11,"POLYGON ((77.0129637 28.4456778, 77.0210127 28.4544174, 77.0213848 28.4548249, 77.0237025 28.4573634, 77.0250801 28.4581859, 77.026449 28.4593446, 77.0284743 28.4564128, 77.0332813 28.4462929, 77.0335045 28.4459031, 77.0336801 28.4455947, 77.0320366 28.4453475, 77.0284961 28.4463475, 77.0239042 28.4477248, 77.0223807 28.4478757, 77.0215224 28.4477625, 77.0204495 28.4472531, 77.0195268 28.4463664, 77.0175083 28.4439405, 77.0140637 28.4451108, 77.0129637 28.4456778))",administrative
49,Sector 33,"POLYGON ((77.0101187 28.4358808, 77.0144701 28.4410997, 77.0175083 28.4439405, 77.0195268 28.4463664, 77.0204495 28.4472531, 77.0215224 28.4477625, 77.0223807 28.4478757, 77.0239042 28.4477248, 77.0284961 28.4463475, 77.0320366 28.4453475, 77.0336801 28.4455947, 77.0344062 28.4394779, 77.0344439 28.4391863, 77.034585 28.438225, 77.0347588 28.4373636, 77.0351195 28.4359235, 77.0353788 28.4352673, 77.0357812 28.433805, 77.0360441 28.4320391, 77.0362608 28.4311211, 77.0363093 28.4309601, 77.0367248 28.4295804, 77.0368346 28.4292604, 77.0370191 28.428612, 77.0362669 28.4284369, 77.0267289 28.4262539, 77.0254603 28.4262264, 77.0244887 28.4263441, 77.0220132 28.427718, 77.0211742 28.4286518, 77.0202659 28.4292708, 77.0186003 28.4302654, 77.0185663 28.4302836, 77.0171298 28.4312509, 77.0166281 28.4316096, 77.0165188 28.4316848, 77.0141524 28.4332276, 77.0101187 28.4358808))",administrative
50,Sector 15-I,"POLYGON ((77.035889 28.4460043, 77.0348869 28.4467601, 77.0342908 28.447861, 77.0337628 28.4494138, 77.0336353 28.4505825, 77.0337914 28.4515354, 77.0343665 28.4528334, 77.0349501 28.4535036, 77.0361227 28.4542468, 77.0369123 28.4549637, 77.0376029 28.4558262, 77.0419032 28.4518372, 77.0378856 28.4476077, 77.035889 28.4460043))",administrative
51,Sector 15-II,"POLYGON ((77.0376029 28.4558262, 77.0391319 28.4574073, 77.0419536 28.4611991, 77.0434986 28.463161, 77.0457731 28.4654812, 77.0473091 28.4668077, 77.0504737 28.4645254, 77.0506253 28.4644161, 77.0520387 28.4633968, 77.0528316 28.4628761, 77.0497732 28.4595874, 77.0419032 28.4518372, 77.0376029 28.4558262))",administrative
52,Sector 16,"POLYGON ((77.0439461 28.4684192, 77.0458308 28.4697483, 77.0485234 28.4707445, 77.0485843 28.470762, 77.0492354 28.4710512, 77.050005 28.471356, 77.0512071 28.4717616, 77.0524742 28.4722068, 77.0535205 28.4726016, 77.0554358 28.4734241, 77.0562147 28.4724471, 77.0567859 28.4712628, 77.0570138 28.4703021, 77.0571194 28.4692788, 77.0574099 28.4687352, 77.053243 28.4634025, 77.0528316 28.4628761, 77.0520387 28.4633968, 77.0506253 28.4644161, 77.0504737 28.4645254, 77.0473091 28.4668077, 77.0439461 28.4684192))",administrative
53,Sector 12A,"POLYGON ((77.0267023 28.4677037, 77.0279168 28.4702681, 77.0290733 28.4733511, 77.0296069 28.4743603, 77.0302433 28.4738979, 77.0378622 28.4683624, 77.033792 28.4638508, 77.032266 28.4629231, 77.0317148 28.4626096, 77.0267023 28.4677037))",administrative
54,Sector 13,"POLYGON ((77.0296069 28.4743603, 77.0297814 28.4746904, 77.0311118 28.4766142, 77.0320237 28.4787385, 77.0329241 28.4785311, 77.0342244 28.478333, 77.0358552 28.4784462, 77.0378937 28.4788611, 77.0409922 28.4797948, 77.0425715 28.4804077, 77.0447602 28.4809547, 77.0473136 28.48153, 77.0494004 28.4814748, 77.0490452 28.4809201, 77.0463887 28.4778778, 77.0429769 28.47403, 77.0378622 28.4683624, 77.0302433 28.4738979, 77.0296069 28.4743603))",administrative
55,Sector 8,"POLYGON ((77.0027691 28.4509323, 77.0032404 28.4511207, 77.0044635 28.4513094, 77.0059556 28.4517094, 77.009034 28.4530451, 77.0102356 28.4532148, 77.0113514 28.4534035, 77.0132826 28.4541959, 77.0141624 28.4550259, 77.0149778 28.4563842, 77.0157669 28.4570389, 77.0172995 28.4588395, 77.0178518 28.4602182, 77.0178941 28.4603238, 77.0187962 28.4632773, 77.0205224 28.4664031, 77.0207435 28.4667789, 77.0226489 28.4630057, 77.026449 28.4593446, 77.0250801 28.4581859, 77.0237025 28.4573634, 77.0213848 28.4548249, 77.0210127 28.4544174, 77.0129637 28.4456778, 77.0084704 28.4478754, 77.0077643 28.4482209, 77.007101 28.4485452, 77.0051289 28.4496326, 77.0047874 28.4498314, 77.0028088 28.4509119, 77.0027691 28.4509323))",administrative
56,Sector 12,"POLYGON ((77.0207435 28.4667789, 77.0216179 28.4691939, 77.0218517 28.4694042, 77.0231263 28.4702426, 77.0267023 28.4677037, 77.0317148 28.4626096, 77.0277451 28.4604402, 77.026449 28.4593446, 77.0226489 28.4630057, 77.0207435 28.4667789))",administrative
57,Sector 100,"POLYGON ((76.9612774 28.4524808, 76.9652814 28.4595628, 76.9685001 28.4643543, 76.9717224 28.4678764, 76.9792772 28.462619, 76.9792533 28.4625522, 76.9776032 28.4615642, 76.9623868 28.4530169, 76.9612774 28.4524808))",administrative
58,Sector 22,"POLYGON ((77.0575714 28.5025964, 77.0617448 28.508345, 77.06241 28.5090521, 77.0627451 28.509366, 77.06641 28.5114759, 77.0691332 28.5086919, 77.0714703 28.5067703, 77.0687536 28.5036859, 77.0680704 28.5028326, 77.0679263 28.5026653, 77.0633194 28.4970534, 77.0575714 28.5025964))",administrative
59,Sector 23,"POLYGON ((77.0417925 28.5101533, 77.0422628 28.5107696, 77.0433931 28.5120836, 77.0447952 28.5136812, 77.0449278 28.5139512, 77.0462065 28.5166427, 77.0491721 28.5160453, 77.0543531 28.5143512, 77.0575428 28.5128211, 77.0577011 28.5127924, 77.0606606 28.5122555, 77.0612165 28.512224, 77.0633996 28.5126665, 77.0645251 28.5126891, 77.0653494 28.5125045, 77.0671624 28.5119289, 77.06641 28.5114759, 77.0627451 28.509366, 77.06241 28.5090521, 77.0617448 28.508345, 77.0575714 28.5025964, 77.0565635 28.5033785, 77.0556084 28.5039841, 77.05373 28.5051731, 77.0532711 28.5054636, 77.0508529 28.5069954, 77.0450581 28.5090148, 77.0417925 28.5101533))",administrative
60,Sector 23A,"POLYGON ((77.0362827 28.5037144, 77.0373702 28.5050368, 77.0380976 28.505907, 77.0386085 28.5065152, 77.0389255 28.5068926, 77.0394542 28.5074926, 77.0404125 28.5085831, 77.0417925 28.5101533, 77.0450581 28.5090148, 77.0508529 28.5069954, 77.0532711 28.5054636, 77.05373 28.5051731, 77.0556084 28.5039841, 77.0565635 28.5033785, 77.0575714 28.5025964, 77.0565946 28.5021627, 77.0552525 28.5021765, 77.0520594 28.502211, 77.0477944 28.5024564, 77.0473163 28.5024164, 77.0457053 28.5024581, 77.0455151 28.5022226, 77.0422132 28.5022631, 77.0422473 28.5028264, 77.0412493 28.5028063, 77.0415961 28.5033763, 77.0362827 28.5037144))",administrative
61,Sector 18,"POLYGON ((77.0587342 28.4873439, 77.0561443 28.4891479, 77.0604882 28.4939341, 77.0633194 28.4970534, 77.0679263 28.5026653, 77.0680704 28.5028326, 77.0687536 28.5036859, 77.0719207 28.5014868, 77.0730631 28.5009648, 77.0753648 28.5006701, 77.0765737 28.5005817, 77.079202 28.5008834, 77.0856701 28.4958522, 77.0862237 28.4950144, 77.0711389 28.4797906, 77.07042 28.47911, 77.0620074 28.4850655, 77.0587342 28.4873439))",administrative
62,Sector 19,"POLYGON ((77.0687536 28.5036859, 77.0714703 28.5067703, 77.0740678 28.5104203, 77.074278 28.5111214, 77.0746225 28.5119073, 77.0761245 28.5114603, 77.0763485 28.5114004, 77.0764205 28.511393, 77.0774536 28.5112873, 77.07916 28.5100327, 77.083368 28.506939, 77.0911395 28.5012251, 77.0916743 28.5009315, 77.0893749 28.4984433, 77.0880312 28.4969849, 77.0864238 28.4952403, 77.0862237 28.4950144, 77.0856701 28.4958522, 77.079202 28.5008834, 77.0765737 28.5005817, 77.0753648 28.5006701, 77.0730631 28.5009648, 77.0719207 28.5014868, 77.0687536 28.5036859))",administrative
63,Sector 30,"POLYGON ((77.0497732 28.4595874, 77.0528316 28.4628761, 77.053243 28.4634025, 77.0574099 28.4687352, 77.0579091 28.4682387, 77.0584506 28.4679719, 77.0591825 28.4676332, 77.0605008 28.4666382, 77.0639896 28.4639585, 77.0627821 28.4627296, 77.0606103 28.4605194, 77.0559905 28.4558177, 77.0551782 28.4563328, 77.0531088 28.4570036, 77.0502337 28.4591683, 77.0497732 28.4595874))",administrative
64,Sector 41,"POLYGON ((77.0559905 28.4558177, 77.0606103 28.4605194, 77.0627821 28.4627296, 77.0639896 28.4639585, 77.0684497 28.4605473, 77.0716604 28.4580915, 77.0665475 28.4521716, 77.0640544 28.4500074, 77.0582901 28.4541334, 77.0566718 28.455305, 77.0559905 28.4558177))",administrative
65,Sector 31,"POLYGON ((77.0419032 28.4518372, 77.0497732 28.4595874, 77.0502337 28.4591683, 77.0531088 28.4570036, 77.0551782 28.4563328, 77.0559905 28.4558177, 77.0566718 28.455305, 77.0508629 28.4491446, 77.0476423 28.4462503, 77.0419032 28.4518372))",administrative
66,Sector 40,"POLYGON ((77.0508629 28.4491446, 77.0566718 28.455305, 77.0582901 28.4541334, 77.0640544 28.4500074, 77.0609578 28.4467663, 77.0581972 28.4438734, 77.0571439 28.444721, 77.0561139 28.4462304, 77.0541613 28.4466455, 77.0537517 28.4469731, 77.0522441 28.4481401, 77.0508629 28.4491446))",administrative
67,Sector 32,"POLYGON ((77.035889 28.4460043, 77.0378856 28.4476077, 77.0419032 28.4518372, 77.0476423 28.4462503, 77.0470802 28.4461172, 77.0414743 28.4404721, 77.0371525 28.4437359, 77.0367344 28.4444865, 77.035889 28.4460043))",administrative
68,Sector 39,"POLYGON ((77.0414743 28.4404721, 77.0470802 28.4461172, 77.0476423 28.4462503, 77.0508629 28.4491446, 77.0522441 28.4481401, 77.0537517 28.4469731, 77.0541613 28.4466455, 77.0561139 28.4462304, 77.0571439 28.444721, 77.0581972 28.4438734, 77.0560453 28.4414038, 77.0492887 28.4346743, 77.0492095 28.4347332, 77.0485202 28.4352458, 77.0480006 28.4356259, 77.0429789 28.4393558, 77.0414743 28.4404721))",administrative
69,Sector 38,"POLYGON ((77.0336801 28.4455947, 77.0349097 28.4457251, 77.035889 28.4460043, 77.0367344 28.4444865, 77.0371525 28.4437359, 77.0414743 28.4404721, 77.0429789 28.4393558, 77.0480006 28.4356259, 77.0485202 28.4352458, 77.0492095 28.4347332, 77.0492887 28.4346743, 77.0462121 28.4315046, 77.0452973 28.4305621, 77.0433202 28.4300964, 77.0370191 28.428612, 77.0368346 28.4292604, 77.0367248 28.4295804, 77.0363093 28.4309601, 77.0362608 28.4311211, 77.0360441 28.4320391, 77.0357812 28.433805, 77.0353788 28.4352673, 77.0351195 28.4359235, 77.0347588 28.4373636, 77.034585 28.438225, 77.0344439 28.4391863, 77.0344062 28.4394779, 77.0336801 28.4455947))",administrative
70,Sector 46,"POLYGON ((77.0492887 28.4346743, 77.0560453 28.4414038, 77.0581972 28.4438734, 77.0623178 28.4408105, 77.0625573 28.4406232, 77.0628643 28.440383, 77.063213 28.4401096, 77.0673151 28.4368753, 77.0617294 28.4310886, 77.0594335 28.4287147, 77.0585822 28.427848, 77.0584137 28.4276614, 77.0581058 28.4278736, 77.0579916 28.4279455, 77.04983 28.4342835, 77.0493527 28.4346236, 77.0492887 28.4346743))",administrative
71,Sector 44,"POLYGON ((77.0665475 28.4521716, 77.0716604 28.4580915, 77.0741115 28.4588488, 77.0742953 28.4543264, 77.0783132 28.4485864, 77.0785694 28.4482161, 77.0794759 28.4473152, 77.0768903 28.4459349, 77.0759032 28.445991, 77.0740557 28.4478814, 77.0724405 28.4486263, 77.0718253 28.44891, 77.069658 28.4499095, 77.0694092 28.4500905, 77.0665475 28.4521716))",administrative
72,Sector 51,"POLYGON ((77.0572988 28.4265483, 77.0584137 28.4276614, 77.0585822 28.427848, 77.0594335 28.4287147, 77.0617294 28.4310886, 77.0673151 28.4368753, 77.067747 28.4365532, 77.0716523 28.4335698, 77.0726336 28.4328178, 77.0754687 28.4306451, 77.0726514 28.427971, 77.0648143 28.4205318, 77.0572988 28.4265483))",administrative
73,Sector 52,"POLYGON ((77.0679422 28.4375744, 77.0750649 28.4451105, 77.0759032 28.445991, 77.0768903 28.4459349, 77.0794759 28.4473152, 77.0806293 28.4463884, 77.0812837 28.4458395, 77.0834464 28.4437731, 77.0837952 28.443534, 77.084469 28.4427548, 77.0863124 28.4414772, 77.0881306 28.4399987, 77.0892083 28.4388676, 77.0897013 28.4381641, 77.090155 28.4371703, 77.0903592 28.4359516, 77.0913054 28.4308836, 77.091248 28.4298979, 77.0853328 28.4296677, 77.0754687 28.4306451, 77.0726336 28.4328178, 77.0716523 28.4335698, 77.067747 28.4365532, 77.0673151 28.4368753, 77.0679422 28.4375744), (77.0818379 28.443439, 77.0812747 28.4427417, 77.0824837 28.44202, 77.0828775 28.443149, 77.0818379 28.443439))",administrative
74,Sector 47,"POLYGON ((77.0370191 28.428612, 77.0433202 28.4300964, 77.0452973 28.4305621, 77.0462121 28.4315046, 77.0492887 28.4346743, 77.0493527 28.4346236, 77.04983 28.4342835, 77.0579916 28.4279455, 77.0581058 28.4278736, 77.0584137 28.4276614, 77.0572988 28.4265483, 77.0553416 28.4246722, 77.0539989 28.4230073, 77.0535016 28.4224993, 77.0518744 28.4208461, 77.0516033 28.4207281, 77.0512614 28.4205776, 77.0512178 28.4205619, 77.0511153 28.420514, 77.0495217 28.4200624, 77.0453981 28.4189007, 77.0445549 28.4186073, 77.0403237 28.4171357, 77.0376395 28.4263843, 77.0370191 28.428612))",administrative
75,Sector 49,"POLYGON ((77.0403237 28.4171357, 77.0445549 28.4186073, 77.0453981 28.4189007, 77.0495217 28.4200624, 77.0511153 28.420514, 77.0512178 28.4205619, 77.0512614 28.4205776, 77.0516033 28.4207281, 77.0518744 28.4208461, 77.0521811 28.4202635, 77.054682 28.4153672, 77.0550168 28.4146814, 77.0561852 28.4122879, 77.0570819 28.4104509, 77.057882 28.4088119, 77.0580586 28.4084502, 77.0587111 28.4071135, 77.0589847 28.406556, 77.054897 28.4049893, 77.0457015 28.401549, 77.0451378 28.4013861, 77.0448633 28.4013433, 77.0428532 28.4085021, 77.0419513 28.4115607, 77.0403237 28.4171357))",administrative
76,Sector 50,"POLYGON ((77.0518744 28.4208461, 77.0535016 28.4224993, 77.0539989 28.4230073, 77.0553416 28.4246722, 77.0572988 28.4265483, 77.0648143 28.4205318, 77.0658283 28.4197244, 77.0685031 28.4175946, 77.0746581 28.4122793, 77.0736191 28.4118837, 77.0735146 28.4118429, 77.0731214 28.4117043, 77.0589847 28.406556, 77.0587111 28.4071135, 77.0580586 28.4084502, 77.057882 28.4088119, 77.0570819 28.4104509, 77.0561852 28.4122879, 77.0550168 28.4146814, 77.054682 28.4153672, 77.0521811 28.4202635, 77.0518744 28.4208461))",administrative
77,Sector 82,"POLYGON ((76.9509035 28.3955282, 76.952261 28.3960539, 76.9608587 28.3992344, 76.9616097 28.3986548, 76.9631571 28.3964586, 76.9646925 28.3945774, 76.9651398 28.3940356, 76.9674154 28.3916719, 76.9627609 28.3892888, 76.9618181 28.3888061, 76.9597345 28.3877261, 76.9566384 28.3861541, 76.9547605 28.3889852, 76.9533531 28.3911071, 76.9523091 28.392681, 76.9509035 28.3955282))",administrative
78,Sector 82A,"POLYGON ((76.9566384 28.3861541, 76.9597345 28.3877261, 76.9618181 28.3888061, 76.9627609 28.3892888, 76.9674154 28.3916719, 76.9684774 28.3904863, 76.9685171 28.390442, 76.9697842 28.3890274, 76.9708142 28.3878775, 76.9728308 28.386218, 76.972703 28.3859735, 76.9718392 28.3850834, 76.9716055 28.3848622, 76.970547 28.3838833, 76.970258 28.3835879, 76.961396 28.37906, 76.9570308 28.385583, 76.9568236 28.3858926, 76.9567443 28.3859962, 76.9566384 28.3861541))",administrative
79,Sector 83,"POLYGON ((76.9608587 28.3992344, 76.9613005 28.3995048, 76.9625225 28.4001018, 76.9700559 28.4037819, 76.9728238 28.405134, 76.9780273 28.4005379, 76.9825179 28.3961844, 76.9819303 28.3955576, 76.9795262 28.3929931, 76.9789839 28.3925281, 76.975006 28.3883935, 76.9728308 28.386218, 76.9708142 28.3878775, 76.9697842 28.3890274, 76.9685171 28.390442, 76.9684774 28.3904863, 76.9674154 28.3916719, 76.9651398 28.3940356, 76.9646925 28.3945774, 76.9631571 28.3964586, 76.9616097 28.3986548, 76.9608587 28.3992344))",administrative
80,Sector 84,"POLYGON ((76.9547099 28.4120177, 76.9547497 28.4120642, 76.9641227 28.4171845, 76.9677705 28.4104658, 76.9704042 28.40768, 76.9728238 28.405134, 76.9700559 28.4037819, 76.9625225 28.4001018, 76.9613005 28.3995048, 76.9608587 28.3992344, 76.9602997 28.4001996, 76.9595686 28.4024096, 76.9577754 28.4059406, 76.9574996 28.4064838, 76.9563101 28.4088117, 76.9554247 28.4105443, 76.9547099 28.4120177))",administrative
81,Sector 85,"POLYGON ((76.9453919 28.4072042, 76.9454251 28.4073146, 76.9502797 28.4096922, 76.9503489 28.4097286, 76.9511364 28.4101517, 76.9513613 28.4102643, 76.9516046 28.4103861, 76.9529694 28.4111146, 76.9541112 28.4117241, 76.9546094 28.411984, 76.9547099 28.4120177, 76.9554247 28.4105443, 76.9563101 28.4088117, 76.9574996 28.4064838, 76.9577754 28.4059406, 76.9595686 28.4024096, 76.9602997 28.4001996, 76.9608587 28.3992344, 76.952261 28.3960539, 76.9509035 28.3955282, 76.94962 28.3982475, 76.9453919 28.4072042))",administrative
82,Sector 88,"POLYGON ((76.9498559 28.427965, 76.9539776 28.4284659, 76.9557858 28.4280472, 76.9558902 28.4280186, 76.9566025 28.4279229, 76.9577517 28.4279313, 76.9612918 28.4299891, 76.9627 28.42192, 76.9641227 28.4171845, 76.9547497 28.4120642, 76.9547099 28.4120177, 76.952722 28.4185833, 76.9526607 28.4187947, 76.9525872 28.4189918, 76.9498559 28.427965))",administrative
83,Sector 89,"POLYGON ((76.9355611 28.4245277, 76.9374015 28.4251078, 76.9375487 28.4251524, 76.9377113 28.4252016, 76.9389939 28.4255591, 76.9405161 28.426231, 76.9498559 28.427965, 76.9525872 28.4189918, 76.9526607 28.4187947, 76.952722 28.4185833, 76.9547099 28.4120177, 76.9546094 28.411984, 76.9541112 28.4117241, 76.9529694 28.4111146, 76.9516046 28.4103861, 76.9513613 28.4102643, 76.9511364 28.4101517, 76.9503489 28.4097286, 76.9502797 28.4096922, 76.9454251 28.4073146, 76.9453919 28.4072042, 76.941678 28.413561, 76.9412706 28.4142658, 76.9374959 28.4207947, 76.9369233 28.4217639, 76.9355611 28.4245277))",administrative
84,Sector 74A,"POLYGON ((76.9904974 28.4059176, 76.9932792 28.410702, 76.994444 28.4129504, 77.007613 28.4129635, 77.0062662 28.409589, 77.005537 28.4085894, 77.0046285 28.4079685, 77.0034301 28.4069305, 77.0029236 28.4065474, 77.0025086 28.4061325, 77.0021452 28.4057082, 77.0015453 28.4050125, 77.0010017 28.4042588, 77.0002669 28.4029935, 77.0000093 28.4023072, 76.9941706 28.4041009, 76.9904974 28.4059176))",administrative
85,Sector 72,"POLYGON ((77.0233009 28.4200704, 77.0247704 28.4242889, 77.0262518 28.4239391, 77.0315771 28.4215873, 77.0325603 28.4192024, 77.0326121 28.4190473, 77.0335297 28.4163032, 77.0334187 28.4139842, 77.0332255 28.4129179, 77.0334401 28.4123423, 77.033991 28.4103676, 77.0344846 28.4096505, 77.0358929 28.4087302, 77.0367339 28.4081807, 77.0368513 28.4065139, 77.0368948 28.4058969, 77.0375208 28.4053283, 77.0374634 28.4042265, 77.0379677 28.4035282, 77.039055 28.4026859, 77.0399203 28.4025939, 77.0401564 28.4022919, 77.0402781 28.401242, 77.0370084 28.4009707, 77.030875 28.4005528, 77.0307802 28.4030765, 77.0307812 28.4036679, 77.0306943 28.4045398, 77.0305808 28.4052013, 77.0303374 28.4060059, 77.0303359 28.4060107, 77.0301705 28.4065576, 77.0300931 28.4069413, 77.0300862 28.4069965, 77.0297455 28.4082592, 77.0291977 28.4091007, 77.0286977 28.4097464, 77.0284388 28.4101796, 77.0279006 28.4115031, 77.0281718 28.4132995, 77.0285135 28.4159881, 77.0284359 28.4169967, 77.0276144 28.4177028, 77.0259303 28.4185047, 77.0254168 28.4188385, 77.0245587 28.4193107, 77.0233009 28.4200704))",administrative
86,Sector 71,"POLYGON ((77.0160432 28.4008164, 77.0207469 28.4129267, 77.0233009 28.4200704, 77.0245587 28.4193107, 77.0254168 28.4188385, 77.0259303 28.4185047, 77.0276144 28.4177028, 77.0284359 28.4169967, 77.0285135 28.4159881, 77.0281718 28.4132995, 77.0279006 28.4115031, 77.0284388 28.4101796, 77.0286977 28.4097464, 77.0291977 28.4091007, 77.0297455 28.4082592, 77.0300862 28.4069965, 77.0300931 28.4069413, 77.0301705 28.4065576, 77.0303359 28.4060107, 77.0303374 28.4060059, 77.0305808 28.4052013, 77.0306943 28.4045398, 77.0307812 28.4036679, 77.0307802 28.4030765, 77.030875 28.4005528, 77.0234746 28.4006134, 77.0160432 28.4008164))",administrative
87,Sector 72A,"POLYGON ((77.0159279 28.4240826, 77.0202659 28.4292708, 77.0211742 28.4286518, 77.0220132 28.427718, 77.0244887 28.4263441, 77.0254603 28.4262264, 77.0247704 28.4242889, 77.0233009 28.4200704, 77.0196986 28.4220077, 77.0159279 28.4240826))",administrative
88,Sector 73,"POLYGON ((77.0092134 28.4008281, 77.0092837 28.4009686, 77.0094932 28.4013872, 77.009756 28.4019122, 77.0106152 28.4036287, 77.0111553 28.4046987, 77.0116085 28.4046678, 77.0124051 28.4046717, 77.0123961 28.405245, 77.0131865 28.4052449, 77.0131993 28.4057854, 77.0121029 28.4058159, 77.0116947 28.4059308, 77.0162375 28.414912, 77.0196986 28.4220077, 77.0233009 28.4200704, 77.0207469 28.4129267, 77.0160432 28.4008164, 77.0092134 28.4008281))",administrative
89,Sector 74,"POLYGON ((77.0000093 28.4023072, 77.0002669 28.4029935, 77.0010017 28.4042588, 77.0015453 28.4050125, 77.0021452 28.4057082, 77.0025086 28.4061325, 77.0029236 28.4065474, 77.0034301 28.4069305, 77.0046285 28.4079685, 77.005537 28.4085894, 77.0062662 28.409589, 77.007613 28.4129635, 77.0087976 28.4159314, 77.0108877 28.4209609, 77.0120198 28.4211561, 77.0126127 28.421315, 77.0141684 28.4220315, 77.0159279 28.4240826, 77.0196986 28.4220077, 77.0162375 28.414912, 77.0116947 28.4059308, 77.0121029 28.4058159, 77.0131993 28.4057854, 77.0131865 28.4052449, 77.0123961 28.405245, 77.0124051 28.4046717, 77.0116085 28.4046678, 77.0111553 28.4046987, 77.0106152 28.4036287, 77.009756 28.4019122, 77.0094932 28.4013872, 77.0092837 28.4009686, 77.0092134 28.4008281, 77.0000093 28.4023072))",administrative
90,Sector 75A,"POLYGON ((76.9876489 28.4014574, 76.9882769 28.4022007, 76.9904974 28.4059176, 76.9941706 28.4041009, 77.0000093 28.4023072, 76.9989979 28.3914681, 76.9876489 28.4014574))",administrative
91,Sector 34,"POLYGON ((77.0003673 28.4242183, 77.0065073 28.4315906, 77.0101187 28.4358808, 77.0141524 28.4332276, 77.0165188 28.4316848, 77.0166281 28.4316096, 77.0171298 28.4312509, 77.0185663 28.4302836, 77.0186003 28.4302654, 77.0202659 28.4292708, 77.0159279 28.4240826, 77.0141684 28.4220315, 77.0126127 28.421315, 77.0120198 28.4211561, 77.0108877 28.4209609, 77.0003673 28.4242183))",administrative
92,Sector 81,"POLYGON ((76.9358092 28.3880122, 76.9427756 28.3914581, 76.9500215 28.3950422, 76.9509035 28.3955282, 76.9523091 28.392681, 76.9533531 28.3911071, 76.9547605 28.3889852, 76.9566384 28.3861541, 76.9474621 28.3810248, 76.9405244 28.3834246, 76.9384074 28.3853999, 76.9358092 28.3880122))",administrative
93,Sector 86,"POLYGON ((76.9313357 28.4000485, 76.932707 28.4008004, 76.9328558 28.4009799, 76.9373791 28.403221, 76.9374633 28.4032618, 76.9453919 28.4072042, 76.94962 28.3982475, 76.9509035 28.3955282, 76.9500215 28.3950422, 76.9427756 28.3914581, 76.9358092 28.3880122, 76.9313357 28.4000485))",administrative
94,Sector 87,"POLYGON ((76.9192621 28.3937778, 76.9312682 28.4000575, 76.9313357 28.4000485, 76.9358092 28.3880122, 76.9315631 28.3856785, 76.9192621 28.3937778))",administrative
95,Sector 90,"POLYGON ((76.9276849 28.408423, 76.941678 28.413561, 76.9453919 28.4072042, 76.9374633 28.4032618, 76.9373791 28.403221, 76.9328558 28.4009799, 76.932707 28.4008004, 76.9313357 28.4000485, 76.9276481 28.408329, 76.9276849 28.408423))",administrative
96,Sector 91,"POLYGON ((76.9086172 28.4012233, 76.9125796 28.4027379, 76.9133046 28.403015, 76.91591 28.4040109, 76.9167419 28.4043275, 76.9176066 28.4046565, 76.9200977 28.4056045, 76.922579 28.4065308, 76.9244146 28.4072081, 76.9276849 28.408423, 76.9276481 28.408329, 76.9313357 28.4000485, 76.9312682 28.4000575, 76.9192621 28.3937778, 76.9143364 28.3973234, 76.9086172 28.4012233))",administrative
97,Sector 92,"POLYGON ((76.8993916 28.4073552, 76.9106073 28.4128438, 76.9186754 28.4166938, 76.9241277 28.4181216, 76.9276849 28.408423, 76.9244146 28.4072081, 76.922579 28.4065308, 76.9200977 28.4056045, 76.9176066 28.4046565, 76.9167419 28.4043275, 76.91591 28.4040109, 76.9133046 28.403015, 76.9125796 28.4027379, 76.9086172 28.4012233, 76.9071668 28.4021721, 76.8993916 28.4073552))",administrative
98,Sector 93,"POLYGON ((76.9241277 28.4181216, 76.9318075 28.4195246, 76.9374959 28.4207947, 76.9412706 28.4142658, 76.941678 28.413561, 76.9276849 28.408423, 76.9241277 28.4181216))",administrative
99,Sector 94,"POLYGON ((76.9222373 28.4227705, 76.9253702 28.4230724, 76.9318323 28.4240313, 76.9342159 28.4242877, 76.9347698 28.4243853, 76.9355611 28.4245277, 76.9369233 28.4217639, 76.9374959 28.4207947, 76.9318075 28.4195246, 76.9241277 28.4181216, 76.9222373 28.4227705))",administrative
